title,name,category,material,brand,description,url,img_url,biodegradable,recyclable,low_waste,eco_packaging,low_carbon,renewable
"Natural Toilet Bowl Cleaner Strips, Eco-friendly, Non-toxic, Septic Safe, Removes Odors & Stains, Plastic-free, Natural Toilet Bowl Cleaner for Quick and Easy Cleaning, Toilet Fresheners (60 count)",Toilet Cleaners,Health & Household,Floral,Eco Solve,"QUICK & EASY CLEANING: Our toilet cleaner strips are made using an all-natural, concentrated cleaning formula. Simply place a strip into your toilet bowl, wait 60 seconds for the strip to dissolve, scrub the toilet bowl thoroughly, and flush! NO splashing, NO squirting, NO mess! Eco Solve toilet cleaning strips will remove stains and deodorize your toilet bowl. ECO-FRIENDLY: We take pride in our environmental stewardship by creating products that support a sustainable future. Our toilet cleaner strips are Biodegradable, Septic Safe, Plastic-Free, Non-Toxic, Cruelty-Free, and Vegan. No Chlorine, No Bleach. Our packaging is Plastic-Free and made of 100% recyclable material. It is 100% Zero Waste, Septic, and Gray Water Friendly. > âœ…SAFE TO USE: Our toilet bowl cleaner strips are made with a 100% natural formula without containing any harsh chemicals. They are non-toxic, bleach-free, chlorine-free, and non-corrosive for a safe and easy cleaning experience. These toilet cleaner strips are fast and safe for a simple cleaning experience. The toilet cleaner strips are for toilet bowl cleaning only. Do not consume. > âœ¨CONVENIENT: The Eco Solve toilet cleaner strips are designed for convenience and functionality. You can keep a fresh toilet anywhere you go without the need for liquids, tablets, powders, pods, or messy chemicals. These toilet strips are lightweight, compact, and easy to take on the go. > CLEAN ANYWHERE: Our eco-friendly toilet cleaning strips are suitable to use in any toilet and are perfect for cleaning and deodorizing wherever you go. Use at home, apartment, college dorm, vacation rental, hotel, RV, cabin, public restrooms, etc. This is a natural toilet bowl cleaner that requires no cleanup.",https://www.amazon.com/dp/B0C6PKMR3D,https://m.media-amazon.com/images/I/81+t6t2d5lL._AC_SY300_SX300_.jpg,1,1,1,0,0,1
"Disposable Palm Leaf Plates | 40-Pack 10"" Heavy-Duty Eco-Friendly Party Plates, 100% Compostable & Biodegradable, Sustainable Alternative to Bamboo, Wood & Plastic",Plates,Health & Household,Natural,Better than Bamboo,"ECO-FRIENDLY & COMPOSTABLE ALTERNATIVE TO PLASTIC AND PAPER PLATES: Our 10 inch disposable palm plates offer a natural, stylish alternative to plastic and paper. Perfect for parties, weddings, and outdoor events, these palm disposable plates are biodegradable and compostable. Enjoy eco-conscious dining without sacrificing elegance or quality. > 40-PACK OF 10 INCH HEAVY-DUTY PALM LEAF SQUARE PLATES: These 10 inch disposable plates are sturdy enough to handle burgers, pasta, or desserts, ideal for any event. Our recyclable plates for parties are the perfect addition to your eco-friendly gatherings, from weddings to BBQs. These palm tree plates offer both durability and sustainability. > HANDCRAFTED WITH SUPERIOR QUALITY: Each natural leaf plate is handcrafted from fallen palm leaves, assuring durability and quality. Slight variations in texture and color give each of the natural leaf plates a unique charm. These palm leaf disposable plates are thoroughly inspected for moisture and mold. That makes them a safe, natural choice for your table. > ETHICALLY SOURCED & SUSTAINABLY MADE: We ensure no trees are harmed while making these fallen palm leaf plates. We partner with a non-profit organization that empowers women in India and creates ethical and sustainable products. Choose these areca leaf plates to support the planet and fair trade practices while enjoying stylish, eco-friendly dining. > SATISFACTION GUARANTEED: Our compostable palm plates are a better alternative to plastic, wood, and bamboo. If youre not satisfied with these square palm leaf plates, we offer a cash back guarantee, no questions asked. Your satisfaction is our priority, and we stand by the quality of our natural party plates palm leaf products.",https://www.amazon.com/dp/B0D3Y6GNQH,https://m.media-amazon.com/images/I/81PJzrSvEnL.__AC_SX300_SY300_QL70_ML2_.jpg,1,1,0,0,0,1
"Raj Disposable Palm Leaf Bowls (50 Count, 4"" Bowls) Strong Bowls Like Bamboo Party Bowls - Decorative Compostable Tableware for Lunch, Dinner, Birthday, Outdoor, BBQ, Picnic, Parties",Bowls,Health & Household,Raj Unique Collection,Raj Unique Collection,"This pack includes 50 bowls of 4 inch, Make this your one-stop shop for all your dinnerware. They are available in multiply sizes and shapes for you to choose from on your special occasion. Being portable, they are best used for Birthday parties, weddings, picnic, camping and outdoors too. - The main attraction in any weddings or parties is the way the table are set. Turn your dinnerware into elegant centerpieces with RAJ Palm Leaf Bowls. They provide a rustic look to your dining table and add a sophisticated natural touch to any occasion which will leave a lasting impression on your guest. As the center portion of the leaf has the best texture and uniform thickness, these bowls are made from them, Palm leaf bowls can go with all sorts of food and they won't crack or break. They are heat, grease, and puncture-resistant. They are sturdier than paper bowls and thick enough to hold food without getting soggy.   As these bowls are made from leaves, each have a unique design and pattern. Their uniqueness is one of their best feature making them a show-stopping conversation in any parties. >  Palm leaf bowls are sustainable and eco-friendly as no trees are harmed to produce them. Only naturally fallen Areca leaves are used to make them. Being biodegradable, these bowls wont harm the environment or make you feel guilty trashing them. They are recyclable and compostable in 5-8 weeks. They are 100% natural and chemical-free.",https://www.amazon.com/dp/B082KJ2J16,https://m.media-amazon.com/images/I/81GBrmcEN8L.__AC_SX300_SY300_QL70_ML2_.jpg,1,1,0,0,0,1
"Home Compostable Resealable Snack Bags (6""x 3.5""), Microwave & Freezer Safe, Organic Food Storage Container, 100 Count (50 per box)",Food Storage Bags,Health & Household,1 Gallons,Compostic,"REDUCE YOUR CARBON FOOTPRINT: Thoughtfully made with sustainable materials and 100% compostable - When you are finished using & re-using them, simply pop them in your compost & they will break down within 12-24 weeks > DURABLE & REUSABLE: Our compostable bags are stronger than traditional bags & are microwave & freezer safe  making them ideal for home, kitchen, school & work use > INCLUDES COMPOSTABLE PACKAGING: All our products are printed using only soy or water-based inks & will last up to 12 months on the shelf; Store in a cool, dry place, such as a cupboard or drawer, & youll have plenty of time to use them > CERTIFIED & NON-TOXIC: We use all organic ingredients, are certified GMO-free & BPA Free, certified to strict composting standards, including being worm-safe & adhering to European & American standards, also food safe, & tested by Intertek to SGS standards for freezer safety > ABOUT COMPOSTIC: Plastic is a major threat to our environment, and we are determined to do something about it! Our goal is to eradicate the need for traditional non-compostable plastics, while providing the convenience that products like food storage & trash bags bring to everyday life. We make it easier for you to make your own contribution to the environment!",https://www.amazon.com/dp/B08KYHWR44,https://m.media-amazon.com/images/I/71HMqxKhDHL.__AC_SX300_SY300_QL70_ML2_.jpg,1,0,1,1,0,1
200 Pack Natural Toothpaste Tablet Bits - Chewable Mouthwash Whitening Burts Bees Bite Tablets for Teeth SLS & Fluoride Free Eco & Travel Friendly with Zero Waste Packaging - Mint & (Watermelon),Toothpaste,Health & Household,Adult,BAMBOEARTH,"HIGHEST QUALITY AND NATURAL CARE! See the difference with our natural mint-flavored toothpaste tablets! Our tablets are carefully designed with care and consideration to bring you all the benefits of natural toothpaste by cleaning away everything stuck between your teeth and leaving it sparkling clean with a fresh minty feeling! It is also suitable for people with sensitive gums! > NATURAL AND ECO-FRIENDLY! Our toothpaste tablets are Cruelty-Free, Vegan, SLS-free, Gluten-Free, and Titanium Dioxide-Free! But we dont stop there! Our eco packaging is featuring 100% fully recyclable TIN container providing you with professional natural care and zero-waste experience! > EASY TO USE AND TRAVEL FRIENDLY! BAMBOEARTH Tablets are very compact and easy to use! Step one: Take one tablet, crush it with your teeth and chew for about 10-20 seconds. Step two: Apply regular brushing for about 1-2 minutes. Step three: Rinse with water and enjoy the results! Each toothpaste tablet provides just the right amount of toothpaste that you need for one brush while the compact packaging makes these tablets easy to store and carry making them perfect for travel! > ZERO WASTE IS OUR MISSION! Green Earth is our goal! Everything from our products to our packaging is sourced with big care and consideration! We understand that wasteful products are being thrown away each year in the U.S. Our focus and determination are fighting the plastic waste and being part of the solution to stop it from rocketing! That is why our products are always 100% plastic and metal-free, made of organic ingredients and zero-waste packaging! > 100% SATISFACTION OR MONEY BACK! Our environmental toothpaste tablets are natural and our packaging is 100% recyclable! We love using it and we know you will love it too! If for any reason or no reason at all you decide to return it we will refund you 100%!",https://www.amazon.com/dp/B0BKQSH58J,https://m.media-amazon.com/images/I/61jzcqwayIL.__AC_SX300_SY300_QL70_ML2_.jpg,0,1,1,1,0,0
"Reusable Beeswax Wrap - 9 Pack Beeswax Wraps for Food, Eco-Friendly Beeswax Food Wraps, Bread Sandwich Wrapper - Organic, Sustainable, Zero Waste, Reusable Plastic-Free Food Storage Wrap, 1XL, 3M, 5S",Plastic Wrap,Health & Household,"5*Small, 3*Medium, 1*X-Large",BYTTME,"NATURAL ECO-FRIENDLY INGREDIENTS Our Reusable Beeswax Wrap are made from Organic cotton, Organic jojoba oil, Natural Harvest beeswax, and Tree resin. These beeswax wraps are all certified with European LFGB, the fabric is GOTS certified(Global Organic Textile Standard) and the packaging is made from 100% recycled paper. Reusable beeswax food wrap is sustainable and a natural alternative to plastic wraps and cling film for food!MULTIPLE SIZES FOR A SET This set come with 9 Packs Beeswax Wrap for your daily uses: 1 X-Large(14.3x14.3""), 3 Medium(11.5x11.5"") and 5 Small(7.5x7.5"") beeswax wraps. Different sizes can cover different foods or bowls depending on your demand. It's great to wrap food leftovers or food you take to the picnic, your office sandwich, in kids lunchboxes or to store well for your fresh produce, fruits, snacks, cheese, bread, sandwiches, nuts and more!KEEP FOOD FRESHER FOR LONGER Unique self-adhesive design & double coating make our beeswax wrap more durable and long lasting. Our reusable food wraps with beeswax are not only environmentally friendly and highly sustainable it also makes sure your food stays fresher for longer. Beeswax wraps for food can create air tight seals which will keep your food fresh and delightful. Now you can keep your fruits, vegetables, sandwich, cheese and leftovers wrapped up and maintain flavor of your food.REUSABLE & WASHABLE Use the warmth of your hands to soften the beeswax wrap and form over a container or foods. Wash in cool water with mild soap and air dry then use again. Our high grade beeswax food wraps will last up to a year with regular use. Keep food wraps away from heat and don't put in the dishwasher. Our reusable food wrap is biodegradable, sustainable and washable. Say goodbye to plastic wrap and cling wrap, and it's a great addition in your eco-friendly kitchen items.GREEN LIFE It's never too late to promote a plastic-free life with these Eco-Friendly reusable beeswax wrap. The reusable food wraps is a sustainable product that is good in quality and easy to use, also fine for the environment. Ideal for an organic lifestyle and a healthy food lifestyle. Also its a good gift for your family or friends to protect our earth!",https://www.amazon.com/dp/B0B8F6KDHN,https://m.media-amazon.com/images/I/816mbJg3aLL.__AC_SX300_SY300_QL70_ML2_.jpg,1,1,1,0,0,1
"100% Compostable Disposable Coffee Cups [12oz 80 Pack] Paper Cups Made from Bamboo, Eco-Friendly, Biodegradable Premium Party Cups, Natural Unbleached by Earth's Natural Alternative",Cups,Health & Household,hot-beverage,Earth's Natural Alternative,"MATERIALS: 100% compostable and biodegradable bamboo coffee cups are made from sustainable, renewable, and fast-growing bamboo fiber, laminated with compostable corn-starch-based materials. Earth's Natural compostable bamboo cups meet ASTM D6400 Standard. 1-6 months to fully compost at municipal and industrial composting facilities; home composting time may vary from home to home. > FEATURES: Earth's Natural compostable bamboo paper cups are unbleached, plastic-free, and BPA-free. Heat-resistant up to 194Â° F. *Caution: Not recommend using in microwave oven or oven. > FOOD: ENA's Premium coffee cups are designed to hold steamy hot liquid like coffee, tea, hot chocolate, hot boba tea, bubble tea, etc. > OCCASIONS: ENA's environmental -friendly bamboo hot cups are sturdy to hold for dine-in or to-go, keep the beverage hot for a long time. Cups are unbleached with bamboo's natural and beige color. Perfect for daily use, home use, office use, commute, and rustic or elegant theme parties. > OTHER BENEFITS: Most paper cups are lined with plastic lining PE. They are not recyclable or compostable, will most likely end up in landfills. ENA's eco -friendly products reduce waste in landfills, reduce deforestation. Save trees and save the planet. They are packaged in recyclable material. Contribute to zero waste lifestyle, protect our planet, one small step at a time. Better for you, better for the earth.",https://www.amazon.com/dp/B08GKXZ25G,https://m.media-amazon.com/images/I/51RCaTpd+EL._AC_SY300_SX300_.jpg,1,1,1,0,0,1
"100% Compostable Paper Bowls (32oz, Pack of 400) Soup Bowls, Pasta Bowls, Cereal, Salad, Ice Cream, Disposable Bamboo Large Bowls, Biodegradable, Unbleached by Earth's Natural Alternative",Bowls,Health & Household,Earth's Natural Alternative,Earth's Natural Alternative,"MATERIALS: 100% compostable, biodegradable disposable plates. All Earths Natural Alternative plates are environmental-friendly compostable plates. 1-6 months to fully compost at municipal and industrial composting facilities; home composting time may vary from home to home. Earth Natural plates are heavy-duty premium compostable bamboo plates made from quick-growing, sustainable, and renewable plant fiber, including bamboo fiber and sugarcane (bagasse) fiber. > FEATURES: Our eco-friendly paper microwavable bowls are thick, and strong, with no plastic or wax lining, unbleached, dye-free, gluten-free, plastic-free, BPA-free, cut-resistant, and oil-resistant. Perfect for serving hot or cold food. Microwave safe up to 248Â° F (with food). *Caution: Hot and moist foods may cause condensation to form at the bottom of bowls. When serving hot food on a wooden table, a trivet is recommended. > FOOD: Earth's Natural 32oz large bowl for the kitchen are perfect for serving, prep, dipping. Usages such as soup, pasta, cereal, salad, rice, and chilis, oatmeal, mac and cheese, toddler food, baby food, baked beans, dessert like ice cream and popcorn, pet food like wet canned cat food, and dog food > OCCASIONS: Earth Natural bowls are made from natural unbleached plant fiber with brown, beige color. Perfect for breakfast, daily meals, party bowls, wedding bowls, birthday party, picnic, camping, BBQ, Thanksgiving, Christmas, Halloween, baby shower, bridal shower, and other natural, rustic types or elegant theme gatherings. They are perfect for special events, food service occasions, catering, restaurants, food trucks, and to-go orders. > OTHER BENEFITS: Most paper cups are lined with plastic lining PE. They are not recyclable or compostable, will most likely end up in landfills. ENA's eco -friendly products reduce waste in landfills, reduce deforestation. Save trees and save the planet. They are packaged in recyclable material. Contribute to zero waste lifestyle, protect our planet, one small step at a time. Better for you, better for the earth.",https://www.amazon.com/dp/B0CD2XL881,https://m.media-amazon.com/images/I/41aomMnTadL.__AC_SX300_SY300_QL70_ML2_.jpg,1,1,1,0,0,1
"Kitsch Toning Purple Shampoo Bar for Blonde Hair with Biotin for Strengthening Hair & Neutralizing Brassy Tones | Vegan Solid Shampoo Bar for Hair Shine | Zero Waste, 3.2 oz",Shampoos,Beauty & Personal Care,All,Kitsch,"NEUTRALIZE & ADD SHINE: Kitsch Shampoo Bar neutralizes yellow/brassy tones in blonde and red hair, revealing a brighter, healthier color. This gray hair shampoo is also designed to help boost your natural highlights and make them shine in a healthy way. > STRENGTHEN YOUR HAIR IN AN INSTANT: This purple bar shampoo for hair is enriched with biotin to boost shine, reduce dullness, and strengthen hair. With just one use of this shampoo bars for gray hair, you can enjoy smoother, stronger, and more vibrant color. > SAVE MONEY WHILE SAVING THE ENVIRONMENT: Kitsch's all-natural shampoo bar is 100% compostable, zero waste, and plastic-free. Our purple bar shampoo don't come in plastic bottles, which saves atleast 2 liquid bottles of liquid shampoo, making this shampoo soap bar for hair the best shampoo bar alternative. > PACKED WITH SAFE AND NATURAL INGREDIENTS: This solid shampoo bar is Vegan, and uses bio-based ingredients. Our sulfate-free bar shampoo for gray hair is free of parabens, phthalates, silicones, and artificial fragrances, ensuring a safe and worry free use for you. > CRUELTY-FREE BODY SOAP BARS: We are Leaping Bunny certified! The Leaping Bunny Logo is the only internationally recognized symbol guaranteeing consumers that no new animal tests were used to develop any product displaying it.",https://www.amazon.com/dp/B0BT56DMJS,https://m.media-amazon.com/images/I/41RsvP8PgDL._SX300_SY300_QL70_ML2_.jpg,1,0,1,0,0,0
"Chloven 30 Pack Reusable Makeup Remover Pads - Bamboo Cotton Rounds for Toner, Washable, Eco-Friendly for All Skin Types with Cotton Laundry Bag",Cotton Pads & Rounds,Beauty & Personal Care,Bamboo charcoal fiber & Cotton,Chloven,"bamboo Terry scrub makeup remover pads > Imported30 Pack Bundle Includes Three TYPES OF PADSThe set includes 10 bamboo Terry scrub & 10 bamboo soft cotton organic pads & 10 bamboo charcoal makeup remover pads.The scrub bamboo makeup remover pads are perfect for cleaning off tenacious products and exfoliating the skin. The soft cotton rounds pads are great for removing make up regularly and for areas like the eyes. These Eco-Friendly Products Zero Waste Sustainable Cloths Organic makeup remover pads are all you needEarth FRIENDLY & No WASTE These soft charcoal bamboo pads are perfect for removing makeup, saving you money and reducing waste; you will never have to purchase one-use cleanser pads again. One charcoal bamboo pad can replace thousands of disposable cotton rounds. One pad can be used over 1000 times! Our packaging is completely recyclable, will not cause a lot of garbage pollutionGREAT ORGANIC CLEAN ALTERNATIVEThe Cotton rounds reusable pads 100% remove your makeup away with some cleanser or toner, it is recommended to add some warm water to wet this remover pads gently removing makeup pads in a circular motion, and flipping cloth over and over until all makeup is removed and it will leave your face clean, soft smooth and fresh right away. It can be reusable and washed by machine. come on! Let's be an environmentalist together",https://www.amazon.com/dp/B087PW8WS9,https://m.media-amazon.com/images/I/516j1CVhcML.__AC_SX300_SY300_QL70_ML2_.jpg,0,1,1,0,1,1
Miztag Home & Health Conditioner Bar - Solid Natural Soap for Hair - Vegan Zero Waste Packaging - Chamomile Scent - Eco-Friendly Gift for Women,Soaps,Beauty & Personal Care,Vegan,Miztag Home & Health,"Essential Oils with great scent - Essential Oils like Chamomile that effectively Conditions and gives your hair a clean, lush shiny look. Our bars help eliminate or reduce dandruff and restore dull hair strands.Only Natural Ingredients - Essential oils like Roman Chamomile to nourish and cleanse. Our bars help eliminate or reduce dandruff and restore dull hair strands. Natural ingredients heal split ends. No harmful or animal laden additives Zero Waste - Perfect Sustainable Gifts - Let's save the planet together! Once the bar is used, all that remains is the biodegradable soap wrapper. Absolutely no waste, unlike plastic bottles. Great for the environment & provides same results as rice water conditioner barSuperior Clean, Lush, Shiny Hair - Perfect for everyday use. Deeply cleanses & moisturizes without detergents or harsh chemicals. Only quality ingredients to keep your hair looking healthy and beautiful. Excellent for women, men & children. Premium Quality - Our bars are concentrated, so they last longer and prove more cost effective than bottles of shampoo. Great for all hair types. Enjoy the new look and feel of your soft, shiny, sensational hair with MizTag eco-friendly shampoo bars and conditioner",https://www.amazon.com/dp/B0968CJLMH,https://m.media-amazon.com/images/I/41jAH0UhxDL._SX300_SY300_QL70_ML2_.jpg,1,0,1,0,0,1
"Biodegradable Silk Dental Floss with Refillable Glass Container, Compostable 3-Pack, Natural Silk Spool Eco-Friendly Zero Waste Oral Care, Mint Flavored",Dental Floss,Health & Household,Floss,Hemli Home,"Silk Floss for Effective Cleaning  Gently yet effectively cleans between teeth, providing a thorough dental care routine without compromising your values. > Refillable Glass Container  Durable and eco-conscious glass container designed for easy floss replacement, reducing waste with every refill. > 99 Yards of Floss Included  Comes with 3 spools, each offering 33 yards of premium silk floss for extended use and lasting convenience. > PFAS-Free and BPA-Free  Made without harmful chemicals for a safe and worry-free experience for you and your family. > Plastic-Free Design  Thoughtfully crafted to minimize environmental impact, offering a sustainable alternative to traditional floss.",https://www.amazon.com/dp/B0DDZRY34Y,https://m.media-amazon.com/images/I/818hNAf0RkL.__AC_SX300_SY300_QL70_ML2_.jpg,1,0,1,0,0,1
"Reusable Beeswax Wrap - 9 Pack Beeswax Wraps for Food, Eco-Friendly Beeswax Food Wraps, Bread Sandwich Wrapper - Organic, Sustainable, Zero Waste, Reusable Plastic-Free Food Storage Wrap, 1XL, 3M, 5S",Plastic Wrap,Health & Household,"5*Small, 3*Medium, 1*X-Large",BYTTME,"NATURAL ECO-FRIENDLY INGREDIENTS Our Reusable Beeswax Wrap are made from Organic cotton, Organic jojoba oil, Natural Harvest beeswax, and Tree resin. These beeswax wraps are all certified with European LFGB, the fabric is GOTS certified(Global Organic Textile Standard) and the packaging is made from 100% recycled paper. Reusable beeswax food wrap is sustainable and a natural alternative to plastic wraps and cling film for food!MULTIPLE SIZES FOR A SET This set come with 9 Packs Beeswax Wrap for your daily uses: 1 X-Large(14.3x14.3""), 3 Medium(11.5x11.5"") and 5 Small(7.5x7.5"") beeswax wraps. Different sizes can cover different foods or bowls depending on your demand. It's great to wrap food leftovers or food you take to the picnic, your office sandwich, in kids lunchboxes or to store well for your fresh produce, fruits, snacks, cheese, bread, sandwiches, nuts and more!KEEP FOOD FRESHER FOR LONGER Unique self-adhesive design & double coating make our beeswax wrap more durable and long lasting. Our reusable food wraps with beeswax are not only environmentally friendly and highly sustainable it also makes sure your food stays fresher for longer. Beeswax wraps for food can create air tight seals which will keep your food fresh and delightful. Now you can keep your fruits, vegetables, sandwich, cheese and leftovers wrapped up and maintain flavor of your food.REUSABLE & WASHABLE Use the warmth of your hands to soften the beeswax wrap and form over a container or foods. Wash in cool water with mild soap and air dry then use again. Our high grade beeswax food wraps will last up to a year with regular use. Keep food wraps away from heat and don't put in the dishwasher. Our reusable food wrap is biodegradable, sustainable and washable. Say goodbye to plastic wrap and cling wrap, and it's a great addition in your eco-friendly kitchen items.GREEN LIFE It's never too late to promote a plastic-free life with these Eco-Friendly reusable beeswax wrap. The reusable food wraps is a sustainable product that is good in quality and easy to use, also fine for the environment. Ideal for an organic lifestyle and a healthy food lifestyle. Also its a good gift for your family or friends to protect our earth!",https://www.amazon.com/dp/B0CSWTNWD6,https://m.media-amazon.com/images/I/91WLU-vPkzL.__AC_SX300_SY300_QL70_ML2_.jpg,1,1,1,0,0,1
"AKT, THE ASSISTANT. Tube squeezer key  The key to ZERO WASTE. 100% PLASTIC FREE & RECYCLABLE  Squeeze out every last drop of your NATURAL DEODORANT BALM",Deodorant,Beauty & Personal Care,Unscented,Akt,"THE KEY TO ZERO WASTE: Unlock your senses and maximise the efficacy of your AKT. This clever, covetable tool will keep you dry until the very last drop  and adorn your shelf like no other accessory has before.  100% PLASTIC FREE: Enter The Assistant, coming to the rescue in shining, plastic-free armour. HOW TO AKT: Simply position The Assistant over the crimped end of The Deodorant Balm. Gently turn the head to dispense the perfect amount of The Deodorant Balm onto your finger or The Applicator. Leave The Assistant fixed in place for your next application. > SUSTAINABLE SOLUTION: ensuring absolutely nothing goes to waste. Your skin is happy. Mother Earth is even happier. Confidence is key. Getting the most out of your AKT is the secret. Quiet on set... were rolling.",https://www.amazon.com/dp/B0BG5DL8VX,https://m.media-amazon.com/images/I/218o0b7nspL._SX300_SY300_QL70_ML2_.jpg,0,1,1,0,1,1
100% Certified Home Compostable Dog Poop Bags - 10% to Charity - ASTM D6400 & EN 13432 Compliant - 120 x Plant Based Compostable Poop Bags (8 Rolls),Bags,Pet Supplies,120.0 Count,G.A.S,"100% HOME COMPOSTABLE DOG POOP BAGS - Our unscented poop bags for dogs are ethically sourced and carefully manufactured from 100% botanical plant components. We use only Cornstarch, BPAT (compostable polymer), and edible glycerin in the nature-based creation of our doggie poop bags. All our products are TÃœV AUSTRIA Home Compost Certified to be of ASTM D6400, EN 13432 and NF T51-800 standards! > EASY TO OPEN AND EASY TO TEAR - Other eco friendly dog bag on the market seem to be a nightmare to open and so hard to tear! Why does being environmental and eco friendly have to be so hard. Our compostable doggie poop bags are an absolute breeze to open and tear apart even in the wettest of conditions! > LEAKPROOF, ODORLESS AND FITS ALL DISPENSERS - Let's face it, dog poop smells like...well, you know. Minimize the Ew! factor so you can relax and enjoy all of the sights (and smells) on walks with your furry best friend. Our doggie bags for poop are engineered to a durable 18 micron thickness that locks away odors and guarantees a mess-free leakproof seal. Our rolls are the perfect dog poop bags refills as they fit all dispensers! > CRAFTED FROM RECYCLED MATERIALS - Our dog bags are a zero-waste green alternative that will change the way you look at everyday pet and dog supplies. Not only are our compostable poop bags fully compostable but they also come in a box and reel made from 100% recycled cardboard. > GIVING BACK TO OUR ANIMAL FRIENDS - We are big believers in the power of charity to not only transform the lives of other beings, but to transform our own. We've partnered with the Soi Dog Foundation, whose mission is to improve the lives of dogs and cats in Asia. We donate 10% of all profits to the Soi Dog Foundation and their tireless quest to end animal suffering when you buy our compostable dog bags for poop and other sustainable products / zero waste products.",https://www.amazon.com/dp/B07N52NLC3,https://m.media-amazon.com/images/I/81LFHXu5dML.__AC_SX300_SY300_QL70_ML2_.jpg,1,1,1,1,0,1
"Akeeko Reusable Beeswax Food Wraps - Assorted 9 Packs, Eco-Friendly Reusable Wrap, Biodegradable, Zero Waste, Organic Cloth, Sustainable, Plastic-Free Food Storage, 1Large, 3Medium, 5Small Sizes",Plastic Wrap,Health & Household,"Small, Medium, Large",Akeeko,"ECO-FRIENDLY NATURAL INGREDIENTS: Our food wraps s are made from organic cotton, organic jojoba oil, ethically harvest beeswax, and tree resin. These wraps are all certified with European LFGB. The fabric is GOTS certified (Global Organic Textile Standard), and even for packaging it is made of 100% recycled paper. A natural alternative to plastic wraps and cling film! ONE SIZE DOES NOT FIT ALL: Size and Quantity would matter! Our design is triple than the popular quantity and sizes for your daily uses. 9-PACK includes 5 Small (7"" x 8""), and 3 Medium (10"" x 11""), and 1 Large (13"" x 14"") wraps. Different sizes can cover different foods depending on your demand. EASY TO WASH, REUSABLE, COMPOSTABLE : Use the warmth of your hands to soften the wrap and form over a container or piece of food. Wash in cool water with mild soap and air dry. Keep food wraps s away from heat and dont put them in the dryer. The properties of beeswax and jojoba oil help keep food fresher and allow food wraps to be used again and again.  FOOD STAYS FRESHER FOR LONGER: Our premium reusable food wraps with beeswax are not only environmentally friendly and highly sustainable it also makes sure your food stays fresher for longer. Our food wraps s can create air tight seals which will keep your food fresh and delightful. Now you can keep your sandwich, cheese, fruit and leftovers wrapped up and maintain flavor of your food.  TRY OUR WRAPS RISK FREE  If for ANY reason you aren completely satisfied with these wraps, please let us know and we will refund or replace your purchase! Simply contact us by clicking on the â€œAkeeko4Planetâ€ store and then click on ask a question.",https://www.amazon.com/dp/B092CBDKWG,https://m.media-amazon.com/images/I/91UpDUvsk-L.__AC_SX300_SY300_QL70_ML2_.jpg,1,1,1,0,0,1
"Reusable Beeswax Wrap - 9 Pack Beeswax Wraps for Food, Eco-Friendly Beeswax Food Wraps, Bread Sandwich Wrapper - Organic, Sustainable, Zero Waste, Reusable Plastic-Free Food Storage Wrap, 1XL, 3M, 5S",Plastic Wrap,Health & Household,"5*Small, 3*Medium, 1*X-Large",BYTTME,"NATURAL ECO-FRIENDLY INGREDIENTS Our Reusable Beeswax Wrap are made from Organic cotton, Organic jojoba oil, Natural Harvest beeswax, and Tree resin. These beeswax wraps are all certified with European LFGB, the fabric is GOTS certified(Global Organic Textile Standard) and the packaging is made from 100% recycled paper. Reusable beeswax food wrap is sustainable and a natural alternative to plastic wraps and cling film for food!MULTIPLE SIZES FOR A SET This set come with 9 Packs Beeswax Wrap for your daily uses: 1 X-Large(14.3x14.3""), 3 Medium(11.5x11.5"") and 5 Small(7.5x7.5"") beeswax wraps. Different sizes can cover different foods or bowls depending on your demand. It's great to wrap food leftovers or food you take to the picnic, your office sandwich, in kids lunchboxes or to store well for your fresh produce, fruits, snacks, cheese, bread, sandwiches, nuts and more!KEEP FOOD FRESHER FOR LONGER Unique self-adhesive design & double coating make our beeswax wrap more durable and long lasting. Our reusable food wraps with beeswax are not only environmentally friendly and highly sustainable it also makes sure your food stays fresher for longer. Beeswax wraps for food can create air tight seals which will keep your food fresh and delightful. Now you can keep your fruits, vegetables, sandwich, cheese and leftovers wrapped up and maintain flavor of your food.REUSABLE & WASHABLE Use the warmth of your hands to soften the beeswax wrap and form over a container or foods. Wash in cool water with mild soap and air dry then use again. Our high grade beeswax food wraps will last up to a year with regular use. Keep food wraps away from heat and don't put in the dishwasher. Our reusable food wrap is biodegradable, sustainable and washable. Say goodbye to plastic wrap and cling wrap, and it's a great addition in your eco-friendly kitchen items.GREEN LIFE It's never too late to promote a plastic-free life with these Eco-Friendly reusable beeswax wrap. The reusable food wraps is a sustainable product that is good in quality and easy to use, also fine for the environment. Ideal for an organic lifestyle and a healthy food lifestyle. Also its a good gift for your family or friends to protect our earth!",https://www.amazon.com/dp/B0CSYK47SB,https://m.media-amazon.com/images/I/71590ocFAPL.__AC_SX300_SY300_QL70_ML2_.jpg,1,1,1,0,0,1
